Date,Geo_Zone,Avg_Shipping_Costs,Avg_Delay_Prob,OnTime_Rate,Avg_ETA_Var,Avg_Traffic
2024-02-29,"30.0,-80.6",230.134381009932,0.428792435110736,1.0,4.962211982205343,6.492940049829169
2024-02-29,"30.1,-70.0",772.4505374471157,0.8199547432474898,0.0,0.303903333892332,1.583800715405269
2024-02-29,"30.3,-113.9",215.6334086753436,0.7000649756839157,1.0,4.872044763816769,4.649076512869278
2024-02-29,"30.3,-70.0",997.900319823628,0.2494657131394568,1.0,4.543575247113043,8.747723386613464
2024-02-29,"30.4,-90.6",437.1903372917714,0.6073113410823602,1.0,3.283143980055562,0.1722437213242783
2024-02-29,"30.5,-83.8",896.1813662009198,0.3436965716130464,1.0,-1.246404194565833,1.9245697334893996
2024-02-29,"30.6,-70.0",701.5884432966228,0.0606458388392021,1.0,4.977965433378548,8.630423447066532
2024-02-29,"30.8,-94.2",741.996656400915,0.2323104944797629,0.0,3.3659764358189967,6.191936123900522
2024-02-29,"31.1,-106.5",999.6218624282832,0.994474974884798,1.0,4.846422479091571,0.4608132795838222
2024-02-29,"31.6,-85.1",975.0769456134532,0.5609704500928354,1.0,-1.447449695724515,2.8704878897664585
2024-02-29,"32.7,-106.3",192.70481236908088,0.5927705780979264,0.0,2.930503892356048,6.432900112033501
2024-02-29,"33.1,-97.0",110.61110328966794,0.5667092343798158,1.0,1.0799842877969876,0.733560191089288
2024-02-29,"33.2,-70.2",859.2638217398617,0.4343571621790682,1.0,-0.7295327674980983,4.29617688117289
2024-02-29,"34.7,-71.3",246.23962920073072,0.6236456237278675,1.0,4.571029594918481,1.0179639307913604
2024-02-29,"39.1,-96.8",357.454472068141,0.9999950547984814,0.0,4.996282575271639,0.2677044665860736
2024-02-29,"39.2,-70.1",146.02705440205932,0.9701074509303664,1.0,-0.5035737048010536,9.38769016163852
2024-02-29,"41.4,-119.6",565.4462763908816,0.9653824180997618,1.0,0.7697100193621074,1.4910363258227164
2024-02-29,"42.5,-94.0",387.0822308367116,0.9997955055414364,1.0,-1.373541306548812,4.60608538073191
2024-02-29,"45.2,-72.5",216.9977038138494,0.9690182705462108,1.0,-0.4841411524468655,0.0374787827123173
2024-02-29,"47.3,-108.6",884.4168228795638,0.9675741839529184,1.0,4.997877897685321,3.203327466624812
2024-02-29,"49.0,-118.8",106.25163528215391,0.9999004226440464,1.0,4.637019505703185,0.7138056412429576
2024-02-29,"49.3,-92.0",281.5264513578667,0.7716449429153538,1.0,3.918733908420619,1.746981271832032
2024-02-29,"49.7,-118.1",191.18901443100003,0.9468323187801948,1.0,4.519507291057431,0.4740381055890262
2024-02-29,"49.8,-103.0",189.3957094892134,0.9074924754391368,1.0,0.4994860840839017,6.111396502278994
2024-03-01,"30.0,-70.1",374.3112794241905,0.9984857686885268,1.0,4.836766024828635,5.556468369920887
2024-03-01,"30.0,-86.8",258.2373805838099,0.5671019317125234,1.0,-1.5640803406004995,8.608435179743994
2024-03-01,"31.0,-70.4",330.0081573086304,0.9872453954197252,0.0,3.162349721632687,5.599623439695681
2024-03-01,"31.1,-106.2",411.7565798622636,0.9958076326955142,0.0,4.573041611431016,9.208790268138683
2024-03-01,"31.1,-74.6",135.70826421545493,0.980061971364984,1.0,1.281927926213085,4.587648631597916
2024-03-01,"32.1,-70.3",147.22692732651552,0.983686018169918,0.0,3.54937337571836,1.4391902310266245
2024-03-01,"32.6,-71.5",825.6623053987773,0.4150685858626176,0.0,4.8018538278192695,5.147065508298184
2024-03-01,"33.9,-71.5",228.2867145750853,0.1627775327437175,0.0,4.998522803607906,7.543751220325156
2024-03-01,"33.9,-79.5",973.7088356537898,0.0287021571989129,1.0,4.650779524331184,0.4422908179278244
2024-03-01,"36.0,-116.2",100.01801206552072,0.9950078727119333,1.0,4.998414757762571,2.8874950261817944
2024-03-01,"36.0,-94.5",102.54707817715942,0.9977815202867988,0.0,4.915286821173282,8.851170562016895
2024-03-01,"36.6,-116.9",783.1064434550756,0.9956095184729952,0.0,4.420357646135368,2.866122269597984
2024-03-01,"36.7,-71.4",220.28427578712157,0.8310882763972213,1.0,2.259199344163988,8.293679890294522
2024-03-01,"37.6,-113.9",507.6086226217352,0.0963663963213293,1.0,4.981405990458596,0.4160588730205842
2024-03-01,"40.4,-118.0",298.7966611151465,0.997075934984974,1.0,4.554330565578681,6.833996955378953
2024-03-01,"41.3,-72.4",790.7318175853718,0.8278217248265548,0.0,3.1905801131270115,0.0002153664841818
2024-03-01,"43.2,-111.2",804.2761561709525,0.1409042582361523,0.0,4.991874082516787,6.270084959627655
2024-03-01,"44.0,-82.0",420.3569731234244,0.7640243962951251,1.0,4.904280191629412,9.95148249472418
2024-03-01,"44.4,-85.8",803.7976758368479,0.9999685128995904,1.0,4.937656677553077,0.2288260280204384
2024-03-01,"45.5,-70.8",901.1704680518936,0.8526666785709063,1.0,4.98454541255339,5.865779210667538
2024-03-01,"45.9,-119.5",768.6690044527477,0.3276950356327957,1.0,4.215060757993595,3.673099687761652
2024-03-01,"47.3,-81.0",141.132430374805,0.3415576068439307,1.0,-0.7596411851234688,0.9855555853957764
2024-03-01,"49.1,-70.0",124.3915307592852,0.1742222594742731,1.0,4.0899385055815785,9.751586916535658
2024-03-01,"49.8,-84.3",450.52291345869634,0.999591917135157,1.0,4.770549927953156,3.77768697727636
2024-03-02,"30.0,-103.8",915.437380283214,0.331380967543938,0.0,4.999527714847168,1.911865335552302
2024-03-02,"30.0,-108.2",175.28310223431333,0.1638260530278795,0.0,4.989209016875132,2.355182459745216
2024-03-02,"30.0,-71.9",669.2659659664579,0.0355810283007258,1.0,4.68538174347409,0.6100144237494047
2024-03-02,"30.1,-91.5",101.35163436015236,0.2402208450480221,0.0,-0.8814136298066906,8.579764708458523
2024-03-02,"30.2,-81.4",214.602449542134,0.5662010131499963,0.0,-0.0316461758533943,1.483012281243454
2024-03-02,"30.7,-115.3",817.6020684029361,0.0330024744680969,0.0,2.915070781624401,0.0786390864268344
2024-03-02,"30.7,-70.0",190.75242338395455,0.998915486340868,0.0,4.990144990322079,1.0875239648009667
2024-03-02,"30.8,-71.4",243.23266484416027,0.2547004133435133,1.0,4.587151785739883,2.227794003273217
2024-03-02,"31.3,-73.8",665.7684556269111,0.9998459977990558,0.0,1.6028547464992502,0.6272333976968548
2024-03-02,"33.4,-75.6",280.5327893622717,0.9999966516550431,1.0,4.320965534469716,0.2817449671657157
2024-03-02,"33.7,-100.2",311.922953523333,0.3108257723661138,1.0,4.986310795364767,6.008477316559109
2024-03-02,"34.8,-92.3",969.7483186630642,0.2010277740448326,1.0,1.3584090737199332,0.1391592218141897
2024-03-02,"36.3,-95.4",490.1115598737842,0.9727329994184116,1.0,4.117418113183395,4.98481373292705
2024-03-02,"36.6,-116.2",982.7626979922352,0.2415071526758981,0.0,4.989352294062945,0.8403418547367648
2024-03-02,"37.0,-110.9",106.22813180805036,0.955018587176186,1.0,2.142690936808492,7.3091523249529535
2024-03-02,"37.4,-72.0",967.8285168185294,0.4770705340393503,1.0,3.563142321803447,0.6589323508646809
2024-03-02,"37.7,-99.5",116.27167211416472,0.980376686167498,0.0,4.167235449813893,9.968492715002304
